['0', 0.234375, 0.2875, 0.0, 0.0]
['0', 0.234375, 0.2875, 0.04296875, 0.044444444444444446]
['0', 0.234375, 0.2875, 0.04296875, 0.044444444444444446]
['0', 0.259375, 0.2902777777777778, 0.04296875, 0.044444444444444446]
['0', 0.259375, 0.2902777777777778, 0.04375, 0.04583333333333333]
['0', 0.259375, 0.2902777777777778, 0.04375, 0.04583333333333333]
['0', 0.2859375, 0.28888888888888886, 0.04375, 0.04583333333333333]
['0', 0.2859375, 0.28888888888888886, 0.040625, 0.044444444444444446]
['0', 0.2859375, 0.28888888888888886, 0.040625, 0.044444444444444446]
['0', 0.3109375, 0.2875, 0.040625, 0.044444444444444446]
['0', 0.3109375, 0.2875, 0.0421875, 0.05]
['0', 0.3109375, 0.2875, 0.0421875, 0.05]
['1', 0.3359375, 0.2916666666666667, 0.0421875, 0.05]
['1', 0.3359375, 0.2916666666666667, 0.0390625, 0.043055555555555555]
['1', 0.3359375, 0.2916666666666667, 0.0390625, 0.043055555555555555]
['0', 0.3765625, 0.28888888888888886, 0.0390625, 0.043055555555555555]
['0', 0.3765625, 0.28888888888888886, 0.03828125, 0.044444444444444446]
['0', 0.3765625, 0.28888888888888886, 0.03828125, 0.044444444444444446]
['0', 0.40390625, 0.28888888888888886, 0.03828125, 0.044444444444444446]
['0', 0.40390625, 0.28888888888888886, 0.03359375, 0.041666666666666664]
['0', 0.40390625, 0.28888888888888886, 0.03359375, 0.041666666666666664]
['0', 0.4296875, 0.2902777777777778, 0.03359375, 0.041666666666666664]
['0', 0.4296875, 0.2902777777777778, 0.0375, 0.03888888888888889]
['0', 0.4296875, 0.2902777777777778, 0.0375, 0.03888888888888889]
['0', 0.4546875, 0.2875, 0.0375, 0.03888888888888889]
['0', 0.4546875, 0.2875, 0.03671875, 0.043055555555555555]
['0', 0.4546875, 0.2875, 0.03671875, 0.043055555555555555]
['0', 0.48046875, 0.28888888888888886, 0.03671875, 0.043055555555555555]
['0', 0.48046875, 0.28888888888888886, 0.034375, 0.044444444444444446]
['0', 0.48046875, 0.28888888888888886, 0.034375, 0.044444444444444446]
['0', 0.50703125, 0.2861111111111111, 0.034375, 0.044444444444444446]
['0', 0.50703125, 0.2861111111111111, 0.02890625, 0.044444444444444446]
['0', 0.50703125, 0.2861111111111111, 0.02890625, 0.044444444444444446]
